,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
0F0F,0.34,0.0,-2.0200000000000005,0.5
86F0,7.932594761579942,-2.0200000000000005,-1.6700000000000004,-1.6700000000000004
0FC3,1.85,0.0,0.0,0.0
F087,0.49060831653500014,-1.5925000000000002,0.0,0.0
F086,0.0,1.2338393897694553,0.9242531071380631,3.093039912592879
0FF0,1.8946426646933263,0.0,0.0,0.0
87F0,0.0,-0.1799999999999999,8.334978155377298,0.0
C30F,0.0,0.0,-0.51,0.0
0FAB,0.0,0.0,0.0,1.35
0F46,2.1990765,0.0,0.0,0.0
F00F,-0.37737221854854397,0.0,4.651582140990444,-1.0283247590767814
F0F0,-0.1490497697484836,0.0,0.0,0.0
AB0F,0.0,-0.2648324759076782,0.0,0.0
0FFF,0.0,0.0,-0.29043389179328133,0.0
FF0F,0.0,0.33000000000000007,0.0,0.0
980F,0.0,0.0,0.0,2.6159845000359345
460F,0.0,0.0,0.35080750568813196,0.0
950F,0.0,0.0,0.0,1.6799999999999997
0F95,0.0,0.0,1.6814629618811212,0.0
ABF0,0.0,-0.2359285012563256,0.0,0.0
